CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Unidade da Federação
Período:Mar/2019
"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"350680 Bocaina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;29
"350700 Boituva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;36
"350710 Bom Jesus dos Perdões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;12
"350740 Borborema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;16
"350750 Botucatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;541;-;-;-;-;-;-;-;541
"350760 Bragança Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;206;-;-;-;-;-;-;-;206
"350790 Brotas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"350810 Buritama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;22
"350840 Cabreúva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;10
"350850 Caçapava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;68
"350860 Cachoeira Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;40
"350870 Caconde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;62
"350880 Cafelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;37
"350900 Caieiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;67
"350920 Cajamar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;55
"350930 Cajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;26
"350940 Cajuru";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;55
"350950 Campinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1321;-;-;-;-;-;-;-;1321
"350960 Campo Limpo Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;68
"350970 Campos do Jordão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191;-;-;-;-;-;-;-;191
"351000 Cândido Mota";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;25
"351020 Capão Bonito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;48
"351030 Capela do Alto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;14
"351040 Capivari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;47
"351050 Caraguatatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;111
"351060 Carapicuíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;220
"351070 Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;12
"351080 Casa Branca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;356;-;-;-;-;-;-;-;356
"351100 Castilho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"351110 Catanduva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;374;-;-;-;-;-;-;-;374
"351140 Cerqueira César";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;32
"351150 Cerquilho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;21
"351160 Cesário Lange";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;17
"351170 Charqueada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;26
"355720 Chavantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"351190 Clementina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;20
"351200 Colina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"351210 Colômbia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;20
"351220 Conchal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;50
"351230 Conchas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;32
"351260 Coronel Macedo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;6
"351280 Cosmópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;53
"351300 Cotia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;111
"351310 Cravinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;13
"351340 Cruzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;67
"351350 Cubatão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;66
"351360 Cunha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;25
"351370 Descalvado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;25
"351380 Diadema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;555;-;-;-;-;-;-;-;555
"351390 Divinolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;186
"351410 Dois Córregos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;47
"351430 Dourado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;14
"351440 Dracena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;108
"351450 Duartina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;77
"351480 Eldorado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"351490 Elias Fausto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;6
"351500 Embu das Artes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;89
"351510 Embu-Guaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;16
"351518 Espírito Santo do Pinhal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;359;-;-;-;-;-;-;-;359
"351520 Estrela d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;45
"351540 Fartura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;12
"351550 Fernandópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;84
"351570 Ferraz de Vasconcelos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;189
"351600 Flórida Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"351620 Franca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;482;-;-;-;-;-;-;-;482
"351630 Francisco Morato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;98
"351640 Franco da Rocha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;611;-;-;-;-;-;-;-;611
"351660 Gália";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;27
"351670 Garça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;270
"351690 General Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;20
"351700 Getulina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;36
"351740 Guaíra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;42
"351760 Guapiara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;27
"351770 Guará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;22
"351780 Guaraçaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;15
"351820 Guararapes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;48
"351830 Guararema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;29
"351840 Guaratinguetá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156;-;-;-;-;-;-;-;156
"351860 Guariba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;60
"351870 Guarujá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;225
"351880 Guarulhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1444;-;-;-;-;-;-;-;1444
"351900 Herculândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;58
"351907 Hortolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;62
"351910 Iacanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;28
"351930 Ibaté";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;32
"351940 Ibirá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;9
"351960 Ibitinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;46
"351970 Ibiúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;63
"351990 Iepê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;20
"352010 Igarapava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;42
"352020 Igaratá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;15
"352030 Iguape";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;9
"352044 Ilha Solteira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;74
"352040 Ilhabela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;46
"352050 Indaiatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;207;-;-;-;-;-;-;-;207
"352070 Indiaporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
"352090 Ipaussu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;29
"352100 Iperó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;15
"352130 Ipuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;39
"352140 Iracemápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
"352170 Itaberá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"352180 Itaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"352190 Itajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;20
"352210 Itanhaém";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;131
"352220 Itapecerica da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;176
"352230 Itapetininga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;100
"352240 Itapeva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;103
"352250 Itapevi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;-;-;245
"352260 Itapira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;577;-;-;-;-;-;-;-;577
"352270 Itápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;46
"352280 Itaporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;27
"352290 Itapuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"352310 Itaquaquecetuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224;-;-;-;-;-;-;-;224
"352320 Itararé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;78
"352340 Itatiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;69
"352350 Itatinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;7
"352360 Itirapina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;25
"352390 Itu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;364;-;-;-;-;-;-;-;364
"352400 Itupeva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;48
"352410 Ituverava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;55
"352420 Jaborandi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;17
"352430 Jaboticabal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;56
"352440 Jacareí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167;-;-;-;-;-;-;-;167
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;150
"352470 Jaguariúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;78
"352480 Jales";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;103
"352520 Jarinu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;17
"352530 Jaú";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;715;-;-;-;-;-;-;-;715
"352550 Joanópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;11
"352570 José Bonifácio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;22
"352590 Jundiaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;439;-;-;-;-;-;-;-;439
"352600 Junqueirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;25
"352640 Laranjal Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;28
"352670 Leme";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;77
"352680 Lençóis Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;60
"352690 Limeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;168
"352710 Lins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;344;-;-;-;-;-;-;-;344
"352720 Lorena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;85
"352730 Louveira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;27
"352740 Lucélia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;10
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
"352800 Macatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;18
"352810 Macaubal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;15
"352850 Mairiporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;41
"352880 Maracaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;22
"352900 Marília";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;593;-;-;-;-;-;-;-;593
"352920 Martinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"352930 Matão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;92
"352940 Mauá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;246;-;-;-;-;-;-;-;246
"352970 Miguelópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;47
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;5
"353010 Mirandópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;68
"353030 Mirassol";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"353050 Mococa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;88
"353060 Mogi das Cruzes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;601;-;-;-;-;-;-;-;601
"353070 Mogi Guaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;154;-;-;-;-;-;-;-;154
"353080 Mogi Mirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;114
"353110 Mongaguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;48
"353130 Monte Alto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;58
"353140 Monte Aprazível";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"353150 Monte Azul Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;51
"353180 Monte Mor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;26
"353190 Morro Agudo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;31
"353200 Morungaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;9
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;20
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;10
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;7
"353300 Nova Granada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;19
"353340 Nova Odessa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;53
"353350 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"353390 Olímpia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;42
"353430 Orlândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;60
"353440 Osasco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;589;-;-;-;-;-;-;-;589
"353460 Osvaldo Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;59
"353470 Ourinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;83
"353475 Ouroeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;28
"353490 Pacaembu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;32
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;10
"353530 Palmital";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;36
"353540 Panorama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
"353550 Paraguaçu Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;78
"353580 Paranapanema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;30
"353600 Parapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;26
"353620 Pariquera-Açu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;150
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;23
"353650 Paulínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;97
"353660 Paulo de Faria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;18
"353670 Pederneiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;52
"353700 Pedregulho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;59
"353710 Pedreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;98
"353730 Penápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;175;-;-;-;-;-;-;-;175
"353740 Pereira Barreto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;47
"353760 Peruíbe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;14
"353780 Piedade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;50
"353790 Pilar do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;27
"353800 Pindamonhangaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;127
"353860 Piracaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;29
"353870 Piracicaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;331;-;-;-;-;-;-;-;331
"353880 Piraju";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;58
"353890 Pirajuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;78
"353900 Pirangi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;9
"353930 Pirassununga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;57
"353940 Piratininga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;25
"353950 Pitangueiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;32
"353980 Poá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;35
